model,rate,seed,channel,mse,mae,nmse,skill,mode
Persistence,0.2,3,wind_u,2.938143602058069,1.3063400420383435,0.79222003833686,1.0,block
Persistence,0.2,3,wind_v,5.607938712706811,1.7147022013245135,1.3581044209040283,1.0,block
LSTM,0.2,4,water_level,0.04693487392916224,0.14110413943088895,0.18319998792244324,0.08462776146677396,block
LSTM,0.2,4,air_temp,1.515787558504524,0.8781568931446584,0.17625107373740054,0.4215338393874968,block
LSTM,0.2,4,water_temp,0.6686613583743636,0.5917605679134847,0.0927128418396718,0.7232611224611589,block
LSTM,0.2,4,air_pressure,2.8334316260873256,1.2417255378375407,0.22580812460757527,0.8018035932639557,block
LSTM,0.2,4,wind_u,1.9657900542959843,1.066676479864674,0.5300415783237146,0.6709796456537884,block
LSTM,0.2,4,wind_v,2.192955162592393,1.0853379725619137,0.5310796450775599,0.3910785632760623,block
Latent ODE,0.2,4,water_level,0.21577073409844236,0.3719246338017254,0.8422137436762243,0.3890538673727641,block
Latent ODE,0.2,4,air_temp,2.585196943950112,1.136446001949843,0.30059867864556944,0.7189318761998941,block
Latent ODE,0.2,4,water_temp,1.1806008947112807,0.8030533605577606,0.16369551291740767,1.2770032507388678,block
Latent ODE,0.2,4,air_pressure,3.2445725887869865,1.3166318531673362,0.25857368312036866,0.9181481339952273,block
Latent ODE,0.2,4,wind_u,2.1419160377919972,1.1053634314592402,0.57753092952479,0.731096416383358,block
Latent ODE,0.2,4,wind_v,3.102400493463671,1.360199778036494,0.7513248702310009,0.5532636272674368,block
